agent_a,agent_b,games,wins_a,wins_b,draws,pts_a,pts_b,a_ms_per_move,b_ms_per_move,elapsed_s
PUCT@768(cnn_c128b3_100k_reg_best),Gumbel@64(cnn_c128b3_100k_reg_best),20,4,12,4,6.0,14.0,105.70,139.35,123.33
