agent_a,agent_b,games,wins_a,wins_b,draws,pts_a,pts_b,a_ms_per_move,b_ms_per_move,elapsed_s
AZ-SelfPlay(cnn_c128b3_100k_reg_best),Gumbel-SelfPlay(cnn_c128b3_100k_reg_best),20,1,17,2,2.0,18.0,24.59,320.79,156.64
